EBIT,Invested Capital,Free Cash Flow,Asset Turnover,Debt to Equity,R&D to Revenue,SG&A to Revenue,Market Cap,Sector,ROIC,Sector_Grouped
19832000.0,38669000.0,10207000.0,3.962443748958314,7.4619,0.0,0.7539725566439841,149330432.16,Consumer Defensive,0.7787,Consumer Defensive
2679000.0,23146000.0,2875000.0,1.4149412530138925,0.0,0.0,0.1347136945173244,36948141.12,Consumer Defensive,0.075,Consumer Defensive
1113506.0,56156031.0,-18276622.0,0.5770818250115741,0.4001,0.0163112473923103,0.13225488444509928,75602418.87,Consumer Defensive,0.0093,Consumer Defensive
3354000.0,13190000.0,-1135000.0,2.40513529031795,0.2954,0.0,0.1515185425572391,93593961.6,Consumer Defensive,0.0731,Consumer Defensive
5754970.0,12940663.0,4426162.0,0.8438211618584234,0.0,0.05430702100771327,0.14205431966071458,91147385.37,Consumer Defensive,0.9664,Consumer Defensive
4475000.0,43508000.0,1472000.0,1.875630676084763,0.2013,0.0,0.20100874243443173,302891695.01,Consumer Defensive,0.0534,Consumer Defensive
7276211.0,71876476.0,3379951.0,1.3519719288144212,0.6124,0.0,0.28717112276992063,65756205.45,Consumer Defensive,0.075,Consumer Defensive
23246000.0,271788000.0,11783000.0,0.4037697026166628,0.4072,0.0,0.11356403180677481,280495629.0,Consumer Defensive,0.0279999999999999,Consumer Defensive
-4690351.0,2648868.0,-4050991.0,1.1110211393365774,-2.1326,0.0,1.5822875127896925,11619999.36,Consumer Defensive,-3.2678,Consumer Defensive
-25311266.0,13790706.0,-1428925.0,1.4409992875662017,0.5779,0.0,0.37726224486897636,29619634.14,Consumer Defensive,-0.9883,Consumer Defensive
-210000.0,25609000.0,-1968000.0,0.9399873236147713,0.266,0.016644190503229468,0.38625878344808007,28748935.12,Consumer Defensive,-0.0065,Consumer Defensive
9526888.0,89035924.0,5058501.0,11.379793285149777,0.3456,0.0,0.05233356945763312,51070519.5,Consumer Defensive,0.0725,Consumer Defensive
16750913.0,157618311.0,-36429257.0,0.354502921569069,0.3032,0.0,0.11946369743926022,26128266.08,Consumer Defensive,0.0758,Consumer Defensive
387162281.2966,1373405804.9641,254975315.3398,1.199062466492664,0.1008,0.0,0.09050762645913951,2853500000.0,Consumer Defensive,0.1913,Consumer Defensive
